PID,GrLivArea,SalePrice,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,Fence,MoSold,YrSold,SaleType,SaleCondition,TotalHouseSF,TotalBathroomCount,QualityOutdoorSF,YearAndRemodAvg,NonHouseSF,HighQualFinSF,HouseLotRatio,FrontageLotRatio,QualityOutdoorLotRatio
916403010,1412,175000,20,RL,130.0,11457,Pave,NoAlley,IR1,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,1Story,6,5,1988,1988,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,Mn,GLQ,1005.0,Unf,0.0,387.0,1392.0,GasA,TA,Y,SBrkr,1412,0,0,1.0,0.0,2,0,3,1,Gd,6,Typ,1,TA,Attchd,1988.0,Unf,2.0,576.0,TA,TA,Y,0,0,169,0,0,NoFence,3,2009,WD ,Normal,2804.0,3.0,169,1988.0,-8653.0,2804.0,24.474120624945446,1.1346774897442613,1.4750807366675394
528482020,1660,256000,20,FV,85.0,10625,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,292.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,1660.0,1660.0,GasA,Ex,Y,SBrkr,1660,0,0,0.0,0.0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2007.0,Fin,3.0,660.0,TA,TA,Y,133,120,0,0,0,NoFence,6,2008,WD ,Normal,3320.0,2.0,253,2007.0,-7305.0,3320.0,31.24705882352941,0.8,2.381176470588235
905451320,1144,129000,20,RL,68.0,9571,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,6,1956,1956,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,739.0,Unf,0.0,405.0,1144.0,GasA,TA,Y,SBrkr,1144,0,0,1.0,0.0,1,0,3,1,TA,6,Typ,0,NoFireplace,Attchd,1956.0,Unf,1.0,596.0,TA,TA,Y,44,0,0,0,0,NoFence,6,2010,WD ,Normal,2288.0,2.0,44,1956.0,-7283.0,2288.0,23.90554800961237,0.7104795737122558,0.45972207710793017
907135260,990,145000,20,RL,57.0,9245,Pave,NoAlley,IR2,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,686.0,Unf,0.0,304.0,990.0,GasA,Ex,Y,SBrkr,990,0,0,0.0,1.0,1,0,3,1,TA,5,Typ,0,NoFireplace,Detchd,1996.0,Unf,2.0,672.0,TA,TA,Y,0,0,0,0,0,NoFence,2,2008,WD ,Normal,1980.0,1.5,0,1994.5,-7265.0,1980.0,21.416982152514873,0.6165494862087615,0.0
527455280,1120,148800,20,RL,73.0,10710,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1966,2004,Hip,CompShg,HdBoard,HdBoard,BrkFace,165.0,Gd,TA,PConc,TA,TA,No,BLQ,644.0,Unf,0.0,220.0,864.0,GasA,Ex,Y,SBrkr,1120,0,0,0.0,1.0,1,0,3,1,TA,5,Typ,1,TA,Attchd,1966.0,RFn,2.0,656.0,TA,TA,Y,0,162,0,0,0,NoFence,7,2009,WD ,Normal,1984.0,1.5,162,1985.0,-8726.0,1984.0,18.524743230625585,0.6816059757236228,1.5126050420168067
527451400,987,89500,160,RM,21.0,1680,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,TwnhsE,2Story,6,3,1971,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,604.0,TA,TA,CBlock,TA,TA,No,ALQ,358.0,Unf,0.0,125.0,483.0,GasA,TA,Y,SBrkr,483,504,0,0.0,0.0,1,1,2,1,TA,5,Typ,0,NoFireplace,Detchd,1971.0,Unf,1.0,264.0,TA,TA,Y,0,0,0,0,0,NoFence,8,2008,WD ,Normal,1470.0,1.5,0,1971.0,-210.0,1470.0,87.5,1.25,0.0
528290030,1374,167000,80,RL,61.0,9734,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,SLvl,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,241.0,Rec,113.0,30.0,384.0,GasA,Ex,Y,SBrkr,744,630,0,0.0,0.0,2,1,3,1,Gd,7,Typ,0,NoFireplace,BuiltIn,2004.0,Fin,2.0,400.0,TA,TA,Y,0,0,0,0,0,NoFence,5,2009,WD ,Normal,1758.0,2.5,0,2004.0,-7976.0,1758.0,18.060406821450588,0.6266694062050544,0.0
535154080,1442,157900,20,RL,75.0,9750,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1958,1958,Gable,CompShg,MetalSd,MetalSd,BrkFace,243.0,TA,TA,CBlock,TA,TA,No,Rec,608.0,Unf,0.0,834.0,1442.0,GasA,Gd,Y,SBrkr,1442,0,0,0.0,0.0,1,1,4,1,TA,7,Typ,0,NoFireplace,Attchd,1958.0,RFn,1.0,301.0,TA,TA,Y,0,0,275,0,0,NoFence,4,2007,COD,Normal,2884.0,1.5,275,1958.0,-6866.0,2884.0,29.57948717948718,0.7692307692307693,2.8205128205128207
909276110,1494,177500,70,RL,70.0,7500,Pave,NoAlley,IR1,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,6,7,1942,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,547.0,Unf,0.0,224.0,771.0,GasA,Fa,Y,SBrkr,753,741,0,0.0,0.0,1,0,3,1,Gd,7,Typ,2,Gd,Attchd,1942.0,Unf,1.0,213.0,TA,TA,P,0,0,0,0,224,NoFence,11,2009,WD ,Normal,2265.0,1.0,224,1946.0,-5235.0,2265.0,30.2,0.9333333333333335,2.986666666666667
914476010,1279,171500,20,RL,75.0,10125,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,6,6,1977,1977,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,641.0,LwQ,279.0,276.0,1196.0,GasA,TA,Y,SBrkr,1279,0,0,0.0,1.0,2,0,3,1,TA,6,Typ,2,Fa,Detchd,1980.0,Unf,2.0,473.0,TA,TA,Y,238,83,0,0,0,MnPrv,2,2008,WD ,Normal,2475.0,2.5,321,1977.0,-7650.0,2475.0,24.444444444444443,0.7407407407407408,3.1703703703703705
535451210,1040,109900,20,RL,60.0,7200,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1950,1950,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,TA,TA,Slab,NoBsmt,NoBsmt,NoBsmt,NoBsmt,0.0,NoBsmt,0.0,0.0,0.0,GasA,TA,Y,FuseA,1040,0,0,0.0,0.0,1,0,2,1,TA,4,Typ,0,NoFireplace,Detchd,1950.0,Unf,2.0,420.0,TA,TA,Y,0,29,0,0,0,NoFence,7,2006,WD ,Normal,1040.0,1.0,29,1950.0,-6160.0,1040.0,14.444444444444443,0.8333333333333334,0.4027777777777778
916402115,1651,184000,20,RL,47.0,12416,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,6,5,1986,1986,Gable,CompShg,VinylSd,Plywood,Stone,132.0,TA,TA,CBlock,Gd,Fa,No,ALQ,1398.0,LwQ,208.0,0.0,1606.0,GasA,TA,Y,SBrkr,1651,0,0,1.0,0.0,2,0,3,1,TA,7,Min2,1,TA,Attchd,1986.0,Fin,2.0,616.0,TA,TA,Y,192,0,0,0,0,NoFence,11,2008,WD ,Normal,3257.0,3.0,192,1986.0,-9159.0,3257.0,26.23228092783505,0.3785438144329897,1.5463917525773196
527375160,1875,184500,80,RL,81.0,10530,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,6,6,1975,2000,Gable,CompShg,Plywood,Plywood,BrkFace,248.0,TA,TA,CBlock,TA,Fa,No,ALQ,548.0,Unf,0.0,127.0,675.0,GasA,TA,Y,SBrkr,1109,766,0,0.0,0.0,3,0,3,1,Gd,8,Typ,1,TA,Attchd,1975.0,RFn,2.0,485.0,TA,TA,Y,48,28,0,0,0,NoFence,6,2006,WD ,Normal,2550.0,3.0,76,1987.5,-7980.0,2550.0,24.216524216524217,0.7692307692307693,0.7217473884140551
527252080,1710,334000,120,RL,60.0,8118,Pave,NoAlley,Reg,HLS,AllPub,Inside,Gtl,StoneBr,PosN,PosN,TwnhsE,1Story,9,5,2007,2007,Hip,CompShg,MetalSd,MetalSd,BrkFace,178.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1034.0,Unf,0.0,676.0,1710.0,GasA,Ex,Y,SBrkr,1710,0,0,1.0,0.0,2,0,2,1,Ex,6,Typ,1,Gd,Attchd,2007.0,RFn,2.0,557.0,TA,TA,Y,156,48,0,0,0,NoFence,7,2008,WD ,Normal,3420.0,3.0,204,2007.0,-4698.0,3420.0,42.12860310421286,0.7390983000739099,2.5129342202512936
916380060,1537,294000,20,RL,74.0,11563,Pave,NoAlley,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2006,2007,Hip,CompShg,VinylSd,VinylSd,Stone,258.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1036.0,Unf,0.0,482.0,1518.0,GasA,Ex,Y,SBrkr,1537,0,0,1.0,0.0,2,0,3,1,Gd,8,Typ,0,NoFireplace,Attchd,2007.0,Fin,3.0,788.0,TA,TA,Y,0,26,0,0,0,NoFence,4,2008,WD ,Normal,3055.0,3.0,26,2006.5,-8508.0,3055.0,26.420479114416672,0.6399723255210585,0.22485514139929083
533125080,2683,290000,60,RL,89.0,9205,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,6,5,1990,1991,Hip,CompShg,HdBoard,HdBoard,BrkFace,304.0,Gd,TA,PConc,Gd,TA,No,ALQ,704.0,Unf,0.0,226.0,930.0,GasA,Ex,Y,SBrkr,1364,1319,0,1.0,0.0,2,1,4,1,Gd,9,Typ,2,Gd,Attchd,1990.0,RFn,2.0,473.0,TA,TA,Y,237,251,0,0,196,NoFence,6,2008,WD ,Normal,3613.0,3.5,684,1990.5,-5592.0,3613.0,39.25040738728951,0.9668658337859858,7.430744160782184
908275180,1470,135000,50,RL,60.0,8172,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,4,6,1954,1972,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,941.0,941.0,GasA,Ex,Y,SBrkr,997,473,0,0.0,0.0,2,0,4,1,TA,7,Typ,0,NoFireplace,Detchd,1958.0,Unf,1.0,548.0,TA,TA,Y,0,0,0,0,156,NoFence,5,2008,WD ,Normal,2411.0,2.0,156,1963.0,-5761.0,2411.0,29.503181595692606,0.7342143906020557,1.908957415565345
528348030,2385,252000,60,RL,83.0,10790,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,275.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1066.0,1066.0,GasA,Ex,Y,SBrkr,1108,1277,0,0.0,0.0,2,1,4,1,Gd,8,Typ,1,TA,BuiltIn,1998.0,Fin,3.0,600.0,TA,TA,Y,120,38,0,0,0,NoFence,5,2007,WD ,Normal,3451.0,2.5,158,1998.0,-7339.0,3451.0,31.983317886932344,0.7692307692307693,1.464318813716404
907252190,1673,270000,20,RL,70.0,11354,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,TA,TA,Gd,GLQ,1412.0,Unf,0.0,261.0,1673.0,GasA,Ex,Y,SBrkr,1673,0,0,1.0,0.0,2,0,3,1,Gd,7,Typ,1,TA,Attchd,2000.0,RFn,2.0,583.0,TA,TA,Y,306,113,0,0,116,NoFence,1,2007,WD ,Normal,3346.0,3.0,535,2000.0,-8008.0,3346.0,29.469790382244142,0.6165228113440198,4.711995772415007
527190220,1742,275000,120,RL,60.0,6563,Pave,NoAlley,IR1,Low,AllPub,CulDSac,Mod,StoneBr,Norm,Norm,1Fam,1Story,8,5,1985,1985,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1148.0,Unf,0.0,594.0,1742.0,GasA,TA,Y,SBrkr,1742,0,0,1.0,0.0,2,0,2,1,Gd,5,Typ,1,TA,Attchd,1985.0,RFn,2.0,564.0,TA,TA,Y,114,28,234,0,0,NoFence,12,2006,WD ,Normal,3484.0,3.0,376,1985.0,-3079.0,3484.0,53.08547920158464,0.9142160597287825,5.729087307633704
534425015,1652,200000,20,RL,73.0,22002,Pave,NoAlley,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,7,1959,1991,Gable,CompShg,MetalSd,MetalSd,BrkFace,136.0,TA,Gd,CBlock,TA,TA,Mn,ALQ,1386.0,Unf,0.0,206.0,1592.0,GasA,Gd,Y,SBrkr,1652,0,0,1.0,0.0,1,1,3,1,Gd,6,Typ,1,Gd,Attchd,1959.0,RFn,2.0,510.0,TA,TA,Y,0,0,0,0,201,NoFence,7,2007,WD ,Normal,3244.0,2.5,201,1975.0,-18758.0,3244.0,14.74411417143896,0.33178801927097534,0.9135533133351513
528172060,1606,255900,20,RL,70.0,9658,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,383.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1598.0,1598.0,GasA,Gd,Y,SBrkr,1606,0,0,0.0,0.0,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,2006.0,RFn,3.0,871.0,TA,TA,Y,230,60,0,0,0,NoFence,7,2009,WD ,Normal,3204.0,2.0,290,2006.0,-6454.0,3204.0,33.17457030441085,0.7247877407330711,3.002692068751294
909455060,1020,200000,120,RM,35.0,3907,Pave,NoAlley,IR1,Bnk,AllPub,Inside,Mod,Blueste,Norm,Norm,TwnhsE,1Story,8,5,1988,1988,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,577.0,Unf,0.0,427.0,1004.0,GasA,Gd,Y,SBrkr,1020,0,0,1.0,0.0,1,0,1,1,TA,4,Typ,0,NoFireplace,Attchd,1988.0,Unf,2.0,509.0,TA,TA,Y,135,0,0,0,0,NoFence,3,2007,WD ,Normal,2024.0,2.0,135,1988.0,-1883.0,2024.0,51.80445354491937,0.8958280010238036,3.4553365753775274
527164120,1895,194500,60,RL,63.0,10832,Pave,NoAlley,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1994,1996,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,712.0,712.0,GasA,Ex,Y,SBrkr,1086,809,0,0.0,0.0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,1994.0,Fin,2.0,409.0,TA,TA,Y,143,46,0,0,0,NoFence,10,2008,WD ,Normal,2607.0,2.5,189,1995.0,-8225.0,2607.0,24.067577548005907,0.5816100443131462,1.7448301329394387
534477270,1661,165500,80,RL,80.0,9600,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,6,1955,1996,Hip,CompShg,AsbShng,AsbShng,None,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,831.0,Unf,0.0,161.0,992.0,GasA,Gd,Y,SBrkr,1661,0,0,1.0,0.0,1,0,3,1,Gd,8,Typ,1,TA,BuiltIn,1955.0,RFn,1.0,377.0,TA,TA,Y,0,28,0,0,178,MnPrv,10,2008,WD ,Normal,2653.0,2.0,206,1975.5,-6947.0,2653.0,27.635416666666668,0.8333333333333334,2.1458333333333335
527105050,1604,187500,60,RL,72.0,8702,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,TA,TA,No,BLQ,706.0,Unf,0.0,220.0,926.0,GasA,Ex,Y,SBrkr,926,678,0,0.0,0.0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1997.0,Fin,2.0,470.0,TA,TA,Y,0,36,0,0,0,NoFence,4,2008,WD ,Normal,2530.0,2.5,36,1997.5,-6172.0,2530.0,29.07377614341531,0.8273960009193289,0.41369800045966443
906394040,1614,225000,20,RL,78.0,9316,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,140.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,56.0,Unf,0.0,1558.0,1614.0,GasA,Ex,Y,SBrkr,1614,0,0,0.0,0.0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2005.0,Fin,2.0,576.0,TA,TA,Y,100,45,0,0,0,NoFence,3,2006,WD ,Normal,3228.0,2.0,145,2005.0,-6088.0,3228.0,34.65006440532417,0.8372692142550452,1.5564620008587378
902206240,1245,100000,50,RM,60.0,8239,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,6,1920,1962,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Rec,176.0,Unf,0.0,832.0,1008.0,GasA,TA,Y,SBrkr,1060,185,0,0.0,0.0,1,0,3,1,TA,6,Typ,0,NoFireplace,Detchd,1962.0,Unf,1.0,315.0,TA,TA,Y,0,0,334,0,0,NoFence,3,2010,WD ,Normal,2253.0,1.0,334,1941.0,-5986.0,2253.0,27.345551644617068,0.7282437188979245,4.053890035198447
909253010,1913,177000,50,RL,57.0,7558,Pave,NoAlley,Reg,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,6,6,1928,1950,Gable,CompShg,BrkFace,Stone,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,896.0,896.0,GasA,Gd,Y,SBrkr,1172,741,0,0.0,0.0,1,1,3,1,TA,9,Typ,1,TA,Detchd,1929.0,Unf,2.0,342.0,Fa,Fa,Y,0,0,0,0,0,NoFence,3,2009,WD ,Normal,2809.0,1.5,0,1939.0,-4749.0,2809.0,37.16591690923525,0.7541677692511246,0.0
909279080,1991,220000,50,RL,70.0,11275,Pave,NoAlley,IR1,HLS,AllPub,Corner,Mod,Crawfor,Norm,Norm,1Fam,1.5Fin,6,7,1932,1950,Gable,CompShg,MetalSd,MetalSd,BrkFace,480.0,TA,TA,CBlock,TA,TA,Mn,Rec,297.0,LwQ,557.0,0.0,854.0,GasA,TA,Y,SBrkr,1096,895,0,0.0,0.0,1,1,3,1,TA,7,Typ,1,Gd,Detchd,1977.0,Unf,2.0,432.0,TA,Fa,Y,0,0,19,0,0,NoFence,3,2007,WD ,Normal,2845.0,1.5,19,1941.0,-8430.0,2845.0,25.23281596452328,0.6208425720620843,0.16851441241685144
907290040,1661,224900,20,RL,48.0,12137,Pave,NoAlley,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,442.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1649.0,1649.0,GasA,Ex,Y,SBrkr,1661,0,0,0.0,0.0,2,0,3,1,Gd,6,Typ,0,NoFireplace,Attchd,1998.0,RFn,2.0,598.0,TA,TA,Y,0,34,0,0,0,NoFence,5,2010,WD ,Normal,3310.0,2.0,34,1998.0,-8827.0,3310.0,27.271978248331546,0.3954848809425723,0.2801351240009887
535457020,1377,156500,20,RL,80.0,8000,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1960,1960,Hip,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,1098.0,Rec,154.0,125.0,1377.0,GasA,TA,Y,SBrkr,1377,0,0,1.0,0.0,1,0,3,1,TA,6,Typ,2,TA,Attchd,1965.0,Unf,1.0,351.0,TA,TA,Y,0,0,0,0,0,MnPrv,11,2007,WD ,Normal,2754.0,2.0,0,1960.0,-5246.0,2754.0,34.425,1.0,0.0
902204120,1566,139000,50,RM,50.0,6000,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,7,1924,1950,Gable,CompShg,MetalSd,MetalSd,BrkFace,145.0,TA,Gd,PConc,TA,TA,No,Unf,0.0,Unf,0.0,816.0,816.0,GasA,Ex,Y,SBrkr,816,750,0,0.0,0.0,1,1,5,1,Gd,7,Typ,0,NoFireplace,Detchd,1976.0,Unf,2.0,450.0,TA,TA,Y,24,0,296,0,0,MnPrv,8,2006,WD ,Normal,2382.0,1.5,320,1937.0,-3618.0,2382.0,39.7,0.8333333333333334,5.333333333333334
535301170,1297,153000,20,RL,74.0,8532,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1954,1990,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,650.0,TA,TA,CBlock,TA,TA,No,Rec,1213.0,Unf,0.0,84.0,1297.0,GasA,Gd,Y,SBrkr,1297,0,0,0.0,1.0,1,0,3,1,TA,5,Typ,1,TA,Attchd,1954.0,Fin,2.0,498.0,TA,TA,Y,0,0,0,0,0,NoFence,10,2009,WD ,Normal,2594.0,1.5,0,1972.0,-5938.0,2594.0,30.403187998124707,0.8673230192217534,0.0
923228230,1092,88000,160,RM,21.0,2217,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,4,4,1970,1970,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,273.0,LwQ,273.0,0.0,546.0,GasA,TA,Y,SBrkr,546,546,0,0.0,0.0,1,1,3,1,TA,6,Typ,0,NoFireplace,Attchd,1970.0,RFn,1.0,286.0,TA,TA,Y,238,0,0,0,0,NoFence,8,2009,WD ,Normal,1638.0,1.5,238,1970.0,-579.0,1638.0,73.88362652232748,0.9472259810554804,10.735227785295445
923202060,1771,115000,20,RL,100.0,21750,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,4,1960,2006,Hip,CompShg,HdBoard,HdBoard,BrkFace,75.0,TA,Fa,Slab,NoBsmt,NoBsmt,NoBsmt,NoBsmt,0.0,NoBsmt,0.0,0.0,0.0,GasA,TA,Y,SBrkr,1771,0,0,0.0,0.0,1,0,3,1,TA,9,Min1,1,TA,Attchd,1960.0,Unf,2.0,336.0,TA,TA,Y,0,0,0,0,0,GdPrv,11,2009,WD ,Normal,1771.0,1.0,0,1983.0,-19979.0,1771.0,8.142528735632185,0.45977011494252873,0.0
904302260,1392,100000,190,RL,60.0,9900,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,2fmCon,1.5Fin,5,4,1915,1950,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,Fa,Fa,BrkTil,TA,TA,No,Rec,1026.0,Unf,0.0,186.0,1212.0,GasA,TA,N,SBrkr,1212,180,0,1.0,0.0,1,0,3,1,TA,6,Typ,0,NoFireplace,NoGarage,0.0,NoGarage,0.0,0.0,NoGarage,NoGarage,N,0,0,168,0,0,NoFence,2,2010,ConLD,Normal,2604.0,2.0,168,1932.5,-7296.0,2604.0,26.3030303030303,0.6060606060606061,1.6969696969696972
909275250,1550,195000,50,RL,66.0,21780,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,6,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,TA,TA,PConc,TA,Fa,No,Unf,0.0,Unf,0.0,817.0,817.0,GasA,Gd,Y,FuseF,940,610,0,0.0,0.0,1,1,3,1,TA,7,Min2,1,TA,Detchd,1937.0,Unf,1.0,318.0,TA,TA,P,0,0,429,0,0,MnPrv,9,2006,WD ,Normal,2367.0,1.5,429,1935.0,-19413.0,2367.0,10.867768595041321,0.30303030303030304,1.9696969696969695
531452080,1398,172000,120,RL,50.0,7175,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1990,1991,Gable,CompShg,Plywood,Plywood,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,904.0,Unf,0.0,494.0,1398.0,GasA,Gd,Y,SBrkr,1398,0,0,1.0,0.0,2,0,2,1,Gd,5,Typ,0,NoFireplace,Attchd,1990.0,RFn,2.0,542.0,TA,TA,Y,0,46,0,0,0,MnPrv,7,2006,WD ,Normal,2796.0,3.0,46,1990.5,-4379.0,2796.0,38.968641114982574,0.6968641114982579,0.6411149825783972
528138020,1822,259000,20,RL,79.0,14122,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2005,2006,Hip,CompShg,CemntBd,CmentBd,BrkFace,240.0,Gd,TA,PConc,Ex,TA,No,GLQ,28.0,Unf,0.0,1794.0,1822.0,GasA,Ex,Y,SBrkr,1822,0,0,0.0,0.0,2,0,3,1,Ex,8,Typ,1,Gd,Attchd,2005.0,RFn,3.0,678.0,TA,TA,Y,0,119,0,0,0,NoFence,2,2010,WD ,Normal,3644.0,2.0,119,2005.5,-10478.0,3644.0,25.80371052258887,0.5594108483217675,0.8426568474720295
