GrLivArea,SalePrice,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,Fence,MoSold,YrSold,SaleType,SaleCondition,TotalHouseSF,TotalBathroomCount,QualityOutdoorSF,YearAndRemodAvg,NonHouseSF,HighQualFinSF,HouseLotRatio,FrontageLotRatio,QualityOutdoorLotRatio
1302,158000,80,5,85.0,9350,1,1,3,3,0,4,0,13,2,2,0,7,6,7,1964,1991,3,0,6,6,1,108.0,3,3,1,5,4,5,2,270.0,2,580.0,452.0,1302.0,1,5,1,3,1302,0,0,0.0,1.0,2,0,3,1,4,7,2,0,1,1,1964.0,2,1.0,309.0,4,4,2,333,0,0,0,0,4,10,2007,1,4,2604.0,2.5,333,1977.5,-6746.0,2604.0,27.850267379679146,0.9090909090909091,3.5614973262032086
1490,167800,60,5,57.0,8918,1,1,0,3,0,4,0,8,2,2,0,5,6,5,2005,2006,1,0,12,13,2,0.0,4,3,2,5,4,4,1,0.0,1,0.0,745.0,745.0,1,5,1,3,745,745,0,0.0,0.0,2,1,3,1,4,7,6,1,5,1,2005.0,3,2.0,392.0,4,4,2,36,20,0,0,0,1,7,2009,9,4,2235.0,2.5,56,2005.5,-6683.0,2235.0,25.061673020856695,0.6391567616057412,0.6279434850863422
914,134900,20,5,76.0,6950,1,1,0,3,0,4,0,5,2,2,0,2,5,7,1979,1979,1,0,6,6,1,40.0,3,3,1,4,4,2,2,710.0,1,72.0,132.0,914.0,1,3,1,3,914,0,0,1.0,0.0,1,0,2,1,3,5,6,0,1,1,1979.0,1,2.0,444.0,4,4,2,0,0,0,0,0,1,10,2009,9,4,1828.0,2.0,0,1979.0,-5122.0,1828.0,26.302158273381295,1.0935251798561152,0.0
1166,190000,80,5,59.0,9587,1,1,0,3,0,4,0,8,2,2,0,7,7,5,2005,2005,1,0,12,13,3,182.0,4,3,2,5,4,5,3,655.0,1,0.0,201.0,856.0,1,5,1,3,1166,0,0,1.0,0.0,2,0,2,1,4,5,6,0,1,1,2005.0,3,2.0,400.0,4,4,2,212,0,0,0,0,1,7,2008,9,4,2022.0,3.0,212,2005.0,-7565.0,2022.0,21.091060811515593,0.6154167101282988,2.2113278397830394
1838,192140,60,5,60.0,21930,1,1,2,3,0,4,0,8,6,2,0,5,5,5,2005,2005,1,0,12,13,2,0.0,4,3,2,5,5,4,1,0.0,1,0.0,732.0,732.0,1,5,1,3,734,1104,0,0.0,0.0,2,1,4,1,3,7,6,1,5,3,2005.0,3,2.0,372.0,4,4,2,100,40,0,0,0,1,7,2006,9,4,2570.0,2.5,140,2005.0,-19360.0,2570.0,11.719106247150023,0.27359781121751026,0.6383948928408573
848,149300,120,6,70.0,4426,1,1,3,3,0,4,0,5,2,2,4,2,6,5,2004,2004,1,0,12,13,1,147.0,4,3,2,5,4,4,3,697.0,1,0.0,151.0,848.0,1,5,1,3,848,0,0,1.0,0.0,1,0,1,1,4,3,6,1,4,1,2004.0,2,2.0,420.0,4,4,2,149,0,0,0,0,1,5,2008,9,4,1696.0,2.0,149,2004.0,-2730.0,1696.0,38.319023949389965,1.5815634884771803,3.366470854044284
934,132000,80,5,80.0,10366,1,1,0,3,0,0,0,20,2,2,0,7,6,7,1964,1964,1,0,6,9,2,0.0,3,4,1,4,4,4,3,456.0,1,0.0,456.0,912.0,1,3,1,3,934,0,0,0.0,1.0,1,0,2,1,3,4,6,0,1,1,1964.0,1,1.0,336.0,4,4,2,77,0,0,0,0,5,7,2006,9,4,1846.0,1.5,77,1964.0,-8520.0,1846.0,17.80821917808219,0.7717538105344395,0.7428130426393981
1504,181000,120,5,43.0,3182,1,1,3,3,0,4,0,0,2,2,4,2,7,5,2005,2006,1,0,12,13,1,16.0,4,3,2,5,4,2,3,16.0,1,0.0,1330.0,1346.0,1,5,1,3,1504,0,0,0.0,0.0,2,0,1,1,4,7,6,1,5,1,2005.0,3,2.0,457.0,4,4,2,156,0,0,0,0,1,5,2009,9,4,2850.0,2.0,156,2005.5,-332.0,2850.0,89.56631049654305,1.3513513513513513,4.902576995600252
1615,248500,20,5,65.0,9345,1,1,0,3,0,4,0,5,2,2,0,2,8,5,2007,2007,1,0,12,13,3,156.0,4,3,2,5,4,4,1,0.0,1,0.0,1615.0,1615.0,1,5,1,3,1615,0,0,0.0,0.0,2,0,3,1,4,7,6,1,5,1,2007.0,2,3.0,864.0,4,4,2,168,30,0,0,0,1,5,2008,9,4,3230.0,2.0,198,2007.0,-6115.0,3230.0,34.56393793472445,0.6955591225254146,2.118780096308186
1595,221500,20,5,73.0,8987,1,1,3,3,0,4,0,22,2,2,0,2,8,5,2005,2006,1,0,12,13,1,226.0,4,3,2,5,4,1,1,0.0,1,0.0,1595.0,1595.0,1,5,1,3,1595,0,0,0.0,0.0,2,0,2,1,4,6,6,1,5,1,2005.0,2,3.0,880.0,4,4,2,144,0,0,0,0,1,5,2010,9,4,3190.0,2.0,144,2005.5,-5797.0,3190.0,35.49571603427172,0.8122844108156226,1.602314454211639
1680,177000,70,5,63.0,15576,1,1,3,3,0,4,0,6,2,2,0,5,6,7,1915,1976,1,0,13,9,2,0.0,3,3,0,5,4,2,1,0.0,1,0.0,840.0,840.0,1,5,1,3,840,840,0,0.0,0.0,2,0,4,1,3,8,6,0,1,1,1960.0,1,1.0,308.0,4,4,2,0,0,160,0,0,1,3,2008,9,4,2520.0,2.0,160,1945.5,-13056.0,2520.0,16.178736517719567,0.4044684129429892,1.027221366204417
3082,197000,75,5,102.0,15863,1,1,3,3,0,0,0,19,2,2,0,3,7,3,1920,1970,1,0,13,9,2,0.0,3,3,0,4,4,2,3,523.0,1,0.0,301.0,824.0,1,5,1,3,1687,998,397,1.0,0.0,2,1,5,1,3,12,6,2,4,2,1970.0,3,2.0,672.0,4,4,2,136,63,0,0,0,1,8,2009,9,4,3509.0,3.5,199,1945.0,-12354.0,3112.0,22.120658135283364,0.6430057366198071,1.2544915841896236
1232,147500,30,5,64.0,8574,1,1,3,3,0,4,0,6,2,2,0,2,6,8,1916,2000,1,0,11,12,2,0.0,4,3,0,4,4,2,1,0.0,1,0.0,816.0,816.0,1,5,1,3,1232,0,0,0.0,0.0,1,0,3,1,4,6,6,1,5,5,1916.0,1,2.0,440.0,4,4,2,0,0,180,0,0,1,10,2009,9,4,2048.0,1.0,180,1958.0,-6526.0,2048.0,23.886167483088407,0.7464427338465127,2.099370188943317
1539,141500,50,6,51.0,6120,1,1,3,3,0,0,0,3,2,2,0,0,5,6,1936,1950,1,0,13,14,2,0.0,3,2,0,4,4,2,1,0.0,1,0.0,927.0,927.0,1,3,1,3,1067,472,0,0.0,0.0,1,1,3,1,3,5,6,0,1,5,1995.0,1,2.0,576.0,4,4,2,112,0,0,0,0,4,4,2009,9,4,2466.0,1.5,112,1943.0,-3654.0,2466.0,40.294117647058826,0.8333333333333334,1.8300653594771243
1836,280000,20,5,107.0,11362,1,1,0,3,0,4,0,17,2,2,0,2,8,5,2004,2005,1,0,8,8,3,42.0,4,3,2,6,4,3,3,1039.0,1,0.0,797.0,1836.0,1,5,1,3,1836,0,0,1.0,0.0,2,0,3,1,4,7,6,1,5,1,2004.0,3,3.0,862.0,4,4,2,125,185,0,0,0,1,3,2009,9,4,3672.0,3.0,310,2004.5,-7690.0,3672.0,32.31825382855131,0.9417356099278296,2.728392888575955
1026,150000,20,5,38.0,15240,1,1,0,3,0,2,0,5,2,2,0,2,5,8,1977,2004,1,0,5,5,2,0.0,4,4,1,5,4,2,3,198.0,3,688.0,140.0,1026.0,1,5,1,3,1026,0,0,1.0,0.0,1,1,3,1,3,5,6,0,1,1,1977.0,1,1.0,308.0,4,4,2,316,85,0,0,0,4,6,2010,9,4,2052.0,2.5,401,1990.5,-13188.0,2052.0,13.46456692913386,0.24934383202099736,2.6312335958005253
1768,226700,60,2,75.0,9803,1,1,3,3,0,4,0,22,2,2,0,5,7,5,2005,2005,1,0,12,13,2,0.0,4,3,2,5,4,2,3,400.0,1,0.0,466.0,866.0,1,4,1,3,866,902,0,0.0,0.0,2,1,3,1,4,7,6,0,1,1,2005.0,2,2.0,603.0,4,4,2,0,108,0,0,0,1,2,2008,9,4,2634.0,2.5,108,2005.0,-7169.0,2634.0,26.86932571661736,0.7650719167601755,1.1017035601346525
1738,153000,50,5,51.5,7010,1,1,3,3,0,4,0,3,2,2,0,0,5,5,1935,1950,1,0,13,14,2,0.0,3,3,0,4,4,2,3,175.0,1,0.0,849.0,1024.0,1,3,1,3,1144,594,0,0.0,0.0,2,0,3,1,3,6,6,1,5,5,1950.0,1,1.0,240.0,4,4,1,0,30,0,0,0,1,7,2008,9,4,2762.0,2.0,30,1942.5,-4248.0,2762.0,39.400855920114125,0.7346647646219686,0.42796005706134094
1640,224000,20,5,70.0,14778,1,1,0,2,0,1,0,6,4,2,0,2,6,7,1954,2006,3,0,6,6,1,72.0,4,3,1,4,4,2,1,728.0,1,0.0,568.0,1296.0,1,5,1,3,1640,0,0,1.0,0.0,1,0,3,1,4,7,6,1,5,5,1993.0,1,2.0,924.0,4,4,2,108,0,0,216,0,1,11,2008,9,4,2936.0,2.0,324,1980.0,-11842.0,2936.0,19.867370415482473,0.4736770875625931,2.192448233861145
1736,360000,20,5,95.0,11578,1,1,3,3,0,4,0,17,2,2,0,2,9,5,2008,2008,1,0,12,13,3,302.0,5,3,2,6,4,2,1,0.0,1,0.0,1736.0,1736.0,1,5,1,3,1736,0,0,0.0,0.0,2,0,3,1,5,7,6,1,5,1,2008.0,2,3.0,834.0,4,4,2,319,90,0,0,0,1,7,2009,9,4,3472.0,2.0,409,2008.0,-8106.0,3472.0,29.987908101571946,0.8205216790464674,3.5325617550526864
2224,350000,60,5,74.0,8834,1,1,3,3,0,4,0,17,2,2,0,5,9,5,2004,2005,3,0,12,13,3,216.0,4,3,2,6,4,2,3,1170.0,1,0.0,292.0,1462.0,1,5,1,3,1462,762,0,1.0,0.0,2,1,4,1,5,10,6,1,5,1,2004.0,3,3.0,738.0,4,4,2,184,0,0,0,0,1,6,2009,9,4,3686.0,3.5,184,2004.5,-5148.0,3686.0,41.7251528186552,0.8376726284808693,2.082861670817297
2372,107500,70,6,60.0,6600,1,1,3,3,0,0,0,18,2,2,0,5,5,4,1892,1965,1,0,13,14,2,0.0,3,3,4,4,4,2,1,0.0,1,0.0,994.0,994.0,1,3,0,3,1378,994,0,0.0,0.0,2,0,4,2,3,11,3,0,1,1,1985.0,2,1.0,432.0,4,4,2,0,287,0,0,0,1,12,2009,9,4,3366.0,2.0,287,1928.5,-3234.0,3366.0,51.0,0.9090909090909091,4.348484848484849
1621,213000,20,5,80.0,9373,1,1,0,3,0,1,0,15,4,2,0,2,5,7,1975,1975,1,0,6,6,1,161.0,3,3,1,5,4,4,2,1333.0,2,168.0,120.0,1621.0,1,3,1,3,1621,0,0,1.0,0.0,2,0,3,1,3,7,6,2,3,1,1975.0,2,2.0,478.0,4,4,2,0,0,0,0,490,1,6,2009,9,4,3242.0,3.0,490,1975.0,-6131.0,3242.0,34.588712258615175,0.8535154166222128,5.227781926811053
1608,189500,60,5,88.0,10179,1,1,0,3,0,0,0,8,2,2,0,5,6,5,1997,1997,1,0,12,13,2,0.0,3,3,2,5,4,2,2,847.0,1,0.0,98.0,945.0,1,5,1,3,945,663,0,0.0,0.0,2,1,3,1,3,7,6,1,4,1,1997.0,3,2.0,470.0,4,4,2,252,30,0,0,0,1,7,2009,9,4,2553.0,2.5,282,1997.0,-7626.0,2553.0,25.081049218980255,0.8645250024560369,2.770409666961391
1273,155000,20,5,80.0,14680,1,0,0,1,0,4,0,6,2,2,0,2,5,4,1960,1960,1,0,8,8,2,0.0,3,3,1,4,4,2,3,793.0,1,0.0,480.0,1273.0,1,5,1,3,1273,0,0,0.0,0.0,1,0,2,1,3,5,6,0,1,1,1960.0,1,1.0,307.0,4,4,2,483,0,0,0,115,4,6,2009,9,4,2546.0,1.0,598,1960.0,-12134.0,2546.0,17.3433242506812,0.544959128065395,4.073569482288828
1384,161500,80,5,56.0,8872,1,1,0,1,0,4,0,8,2,2,0,7,6,5,1997,1997,1,0,12,13,2,0.0,3,3,2,5,4,2,1,0.0,1,0.0,384.0,384.0,1,4,1,3,754,630,0,0.0,0.0,2,1,3,1,3,7,6,1,4,3,1997.0,3,2.0,390.0,4,4,2,0,0,0,0,0,1,3,2007,9,4,1768.0,2.5,0,1997.0,-7104.0,1768.0,19.92786293958521,0.6311992786293958,0.0
1193,158000,20,5,85.0,11050,1,1,0,3,0,0,0,15,2,2,0,2,7,5,1975,1975,1,0,9,9,2,0.0,3,3,1,4,4,2,2,636.0,1,0.0,540.0,1176.0,1,2,1,3,1193,0,0,0.0,0.0,2,0,3,1,3,5,6,1,4,1,1975.0,1,2.0,506.0,4,4,2,40,0,0,0,0,1,8,2009,9,4,2369.0,2.0,40,1975.0,-8681.0,2369.0,21.438914027149323,0.7692307692307693,0.36199095022624433
1310,285000,120,2,72.0,4538,1,1,0,3,0,4,0,22,2,2,4,2,9,5,2001,2001,1,0,12,13,1,179.0,4,3,2,6,4,4,3,1004.0,1,0.0,306.0,1310.0,1,5,1,3,1310,0,0,1.0,0.0,1,1,1,1,4,5,6,1,4,1,2001.0,2,2.0,545.0,4,4,2,277,45,0,0,0,1,7,2008,9,4,2620.0,2.5,322,2001.0,-1918.0,2620.0,57.734684883208466,1.5866020273248127,7.095636844424858
1694,245350,20,5,64.0,10475,1,1,0,3,0,0,0,5,2,2,0,2,8,5,2008,2008,1,0,12,13,3,72.0,4,3,2,5,4,4,1,0.0,1,0.0,1694.0,1694.0,1,5,1,3,1694,0,0,0.0,0.0,2,0,3,1,4,7,6,0,1,1,2008.0,2,3.0,776.0,4,4,2,160,33,0,0,0,1,2,2010,9,4,3388.0,2.0,193,2008.0,-7087.0,3388.0,32.3436754176611,0.6109785202863962,1.8424821002386633
1930,192000,60,5,61.0,11339,1,1,0,3,0,4,0,15,3,2,0,5,7,5,1979,1979,3,5,6,9,1,549.0,3,3,1,5,4,2,2,758.0,1,0.0,22.0,780.0,1,3,1,3,1085,845,0,1.0,0.0,2,1,4,1,4,9,6,1,4,1,1979.0,3,2.0,481.0,4,4,2,192,72,0,0,0,1,3,2007,9,4,2710.0,3.5,264,1979.0,-8629.0,2710.0,23.899814798483114,0.537966310962166,2.3282476408854396
1656,215000,20,5,141.0,31770,1,1,0,3,0,0,0,13,2,2,0,2,6,5,1960,1960,3,0,3,9,3,112.0,3,3,1,4,5,5,1,639.0,1,0.0,441.0,1080.0,1,2,1,3,1656,0,0,1.0,0.0,1,0,3,1,3,7,6,2,5,1,1960.0,3,2.0,528.0,4,4,1,210,62,0,0,0,1,5,2010,9,4,2736.0,2.0,272,1960.0,-29034.0,2736.0,8.611898016997168,0.4438149197355996,0.8561536040289582
1196,139000,20,5,72.0,9000,1,1,3,3,0,4,0,13,2,2,0,2,6,5,1956,1956,1,0,13,14,1,74.0,3,3,1,5,4,2,2,616.0,1,0.0,580.0,1196.0,1,4,1,0,1196,0,0,1.0,0.0,1,0,2,1,3,6,6,1,5,1,1956.0,2,1.0,297.0,4,4,2,0,44,0,0,0,1,5,2008,9,4,2392.0,2.0,44,1956.0,-6608.0,2392.0,26.57777777777778,0.8,0.4888888888888889
1635,117000,50,6,59.0,5310,1,1,3,3,0,0,0,18,1,2,0,0,6,8,1910,2003,3,0,12,13,2,0.0,3,4,1,4,3,2,1,0.0,1,0.0,485.0,485.0,1,4,1,3,1001,634,0,0.0,0.0,1,0,2,1,4,5,6,0,1,1,1950.0,1,1.0,255.0,3,4,2,394,0,0,0,0,1,6,2006,9,4,2120.0,1.0,394,1956.5,-3190.0,2120.0,39.92467043314501,1.1111111111111112,7.419962335216572
1154,154000,20,5,73.0,11000,1,1,0,3,0,1,0,13,2,2,0,2,5,6,1966,1966,1,0,9,9,1,200.0,3,3,1,4,4,3,1,740.0,3,230.0,184.0,1154.0,1,5,1,3,1154,0,0,0.0,0.0,1,1,3,1,3,6,6,1,2,1,1966.0,2,2.0,480.0,4,4,2,0,58,0,0,0,4,11,2009,9,4,2308.0,1.5,58,1966.0,-8692.0,2308.0,20.98181818181818,0.6636363636363637,0.5272727272727272
948,111000,20,5,75.0,10215,1,1,3,0,0,4,0,7,2,2,0,2,4,5,1954,1954,3,0,13,14,1,132.0,3,3,2,4,4,2,2,492.0,1,0.0,372.0,864.0,1,5,1,3,948,0,0,0.0,0.0,1,0,3,1,3,5,6,0,1,1,1954.0,1,1.0,248.0,4,4,2,0,0,0,0,0,1,2,2007,9,4,1812.0,1.0,0,1954.0,-8403.0,1812.0,17.738619676945667,0.7342143906020557,0.0
1203,110000,50,5,51.5,7015,1,1,0,0,0,0,0,3,2,2,0,0,5,4,1950,1950,1,0,8,8,0,161.0,3,3,1,4,4,2,2,185.0,1,0.0,524.0,709.0,1,3,1,3,979,224,0,1.0,0.0,1,0,3,1,4,5,6,1,4,5,1950.0,1,1.0,352.0,4,4,2,0,0,248,0,0,1,7,2009,9,4,1912.0,2.0,248,1950.0,-5103.0,1912.0,27.255880256593013,0.7341411261582323,3.5352815395580897
1916,254900,60,5,85.0,11050,1,1,3,3,0,4,0,12,2,2,0,5,8,5,1998,1999,1,0,12,13,2,0.0,4,3,2,5,4,2,3,615.0,1,0.0,434.0,1049.0,1,5,1,3,1036,880,0,1.0,0.0,2,1,3,1,4,8,6,1,4,1,1998.0,1,3.0,741.0,4,4,2,0,70,0,0,0,1,5,2010,9,4,2965.0,3.5,70,1998.5,-8085.0,2965.0,26.832579185520363,0.7692307692307693,0.6334841628959276
1365,125000,160,6,24.0,2368,1,1,3,3,0,4,0,2,2,2,4,5,5,6,1970,1970,1,0,6,6,2,312.0,3,3,1,4,4,2,2,765.0,1,0.0,0.0,765.0,1,3,1,3,765,600,0,0.0,0.0,1,1,3,1,3,7,2,0,1,1,1970.0,1,2.0,440.0,4,4,2,0,36,0,0,0,1,5,2009,9,4,2130.0,1.5,36,1970.0,-238.0,2130.0,89.94932432432432,1.0135135135135136,1.5202702702702704
1729,200000,60,5,65.0,8158,1,1,3,3,0,4,0,5,2,2,0,5,7,5,2002,2002,1,0,12,13,1,214.0,4,3,2,5,4,2,1,0.0,1,0.0,860.0,860.0,1,5,1,3,860,869,0,0.0,0.0,2,1,3,1,4,7,6,0,1,1,2002.0,3,2.0,542.0,4,4,2,386,63,0,0,0,1,8,2007,9,4,2589.0,2.5,449,2002.0,-5569.0,2589.0,31.735719539102718,0.7967639127237068,5.503799950968374
1664,162900,60,5,78.0,10140,1,1,3,3,0,4,0,15,2,2,0,5,7,5,1976,1976,1,0,6,6,2,0.0,3,3,2,5,4,2,3,194.0,1,0.0,638.0,832.0,1,3,1,3,832,832,0,0.0,0.0,2,1,4,1,3,8,6,1,4,1,1976.0,2,2.0,528.0,4,4,2,0,28,0,0,259,3,3,2006,9,4,2496.0,2.5,287,1976.0,-7644.0,2496.0,24.615384615384617,0.7692307692307693,2.8303747534516766
904,61000,30,5,65.0,10020,1,1,0,2,0,4,2,7,2,2,0,2,1,1,1922,1950,1,0,13,14,2,0.0,2,2,0,3,2,5,1,350.0,1,0.0,333.0,683.0,1,4,0,0,904,0,0,1.0,0.0,0,1,1,1,2,4,0,0,1,6,0.0,0,0.0,0.0,1,1,2,0,0,0,0,0,1,3,2009,9,4,1587.0,1.5,0,1936.0,-8433.0,1587.0,15.838323353293413,0.6487025948103792,0.0
1524,245000,20,5,82.0,20270,1,1,0,3,0,1,0,4,2,2,0,2,7,6,1979,1979,1,0,9,9,2,0.0,3,3,1,5,4,5,3,599.0,1,0.0,925.0,1524.0,1,3,1,3,1524,0,0,1.0,0.0,2,0,3,1,3,7,6,2,5,1,1979.0,3,2.0,478.0,4,4,2,140,0,0,0,0,1,4,2008,9,4,3048.0,3.0,140,1979.0,-17222.0,3048.0,15.03700049333991,0.4045387271830291,0.6906758756783424
1280,180000,120,5,39.0,5070,1,1,0,1,0,4,0,23,2,2,4,2,8,5,1992,1992,1,0,6,6,2,0.0,4,3,2,5,4,3,1,0.0,1,0.0,1280.0,1280.0,1,5,1,3,1280,0,0,0.0,0.0,2,0,2,1,4,5,6,0,1,1,1992.0,2,2.0,506.0,4,4,2,0,82,0,0,144,1,8,2008,9,4,2560.0,2.0,226,1992.0,-2510.0,2560.0,50.4930966469428,0.7692307692307693,4.45759368836292
1382,110000,80,6,76.0,11800,1,1,3,3,0,4,0,18,2,2,0,7,4,7,1949,2002,1,0,11,14,2,0.0,3,3,3,1,1,1,0,0.0,0,0.0,0.0,0.0,1,5,1,3,1382,0,0,0.0,0.0,2,0,1,1,3,6,4,1,4,1,1957.0,2,1.0,384.0,4,4,2,0,40,0,0,0,1,5,2007,9,4,1382.0,2.0,40,1975.5,-10418.0,1382.0,11.711864406779661,0.6440677966101694,0.3389830508474576
1812,140000,190,6,76.0,7630,1,1,3,3,0,4,0,18,1,2,1,5,5,9,1900,1996,1,0,13,14,2,0.0,3,4,0,5,4,2,1,0.0,1,0.0,360.0,360.0,1,4,1,3,1032,780,0,0.0,0.0,2,0,4,2,4,8,6,1,2,5,1999.0,1,2.0,672.0,4,4,0,344,0,40,0,0,4,5,2010,9,4,2172.0,2.0,384,1948.0,-5458.0,2172.0,28.46657929226736,0.9960681520314547,5.032765399737877
1128,155000,20,5,80.0,8700,1,1,3,3,0,4,0,13,2,2,0,2,5,6,1963,1963,3,0,8,8,1,148.0,3,4,1,4,4,3,2,776.0,1,0.0,344.0,1120.0,1,4,1,3,1128,0,0,1.0,0.0,2,0,3,1,3,6,6,0,1,1,1963.0,2,2.0,525.0,4,4,2,192,20,123,0,0,4,12,2008,9,4,2248.0,3.0,335,1963.0,-6452.0,2248.0,25.839080459770113,0.9195402298850575,3.8505747126436782
1549,172900,160,2,24.0,2280,1,2,3,3,0,4,0,22,2,2,3,5,6,5,1999,1999,1,0,8,8,3,216.0,3,3,2,5,4,2,3,550.0,1,0.0,194.0,744.0,1,4,1,3,757,792,0,1.0,0.0,2,1,3,1,3,6,6,0,1,5,1999.0,1,2.0,440.0,4,4,2,0,32,0,0,0,1,4,2008,9,4,2293.0,3.5,32,1999.0,13.0,2293.0,100.5701754385965,1.0526315789473684,1.4035087719298245
1490,184000,60,5,60.0,15384,1,1,0,3,0,4,0,8,6,2,0,5,7,5,2004,2005,1,0,12,13,2,0.0,4,3,2,5,4,4,3,724.0,1,0.0,64.0,788.0,1,5,1,3,788,702,0,1.0,0.0,2,1,3,1,4,8,6,1,5,1,2004.0,3,2.0,388.0,4,4,2,100,75,0,0,0,1,2,2008,9,4,2278.0,3.5,175,2004.5,-13106.0,2278.0,14.807592303692147,0.39001560062402496,1.1375455018200729
1491,168675,60,5,64.0,8333,1,1,3,3,0,4,0,5,2,2,0,5,7,5,2006,2006,1,0,12,13,2,0.0,4,3,2,5,4,2,1,0.0,1,0.0,738.0,738.0,1,4,1,3,738,753,0,0.0,0.0,2,1,3,1,4,7,6,1,5,1,2006.0,2,2.0,484.0,4,4,2,100,30,0,0,0,1,5,2007,9,4,2229.0,2.5,130,2006.0,-6104.0,2229.0,26.74906996279851,0.7680307212288492,1.5600624024960998
2290,255900,60,5,70.0,11250,1,1,3,3,0,0,0,5,2,2,0,5,8,5,2002,2002,1,0,5,5,2,0.0,4,3,2,5,4,3,1,0.0,1,0.0,1128.0,1128.0,1,5,1,3,1149,1141,0,0.0,0.0,2,1,4,1,4,9,6,1,5,1,2002.0,1,2.0,779.0,4,4,2,0,0,0,0,0,1,5,2008,9,4,3418.0,2.5,0,2002.0,-7832.0,3418.0,30.38222222222222,0.6222222222222222,0.0
2730,301000,60,5,86.0,10380,1,1,0,3,0,4,0,21,2,2,0,5,7,5,1986,1987,1,0,9,9,1,172.0,4,3,1,4,4,5,2,28.0,2,1474.0,0.0,1502.0,1,5,1,3,1553,1177,0,1.0,0.0,2,1,4,1,4,8,6,1,4,1,1987.0,3,2.0,576.0,4,4,2,201,96,0,0,0,4,8,2007,9,4,4232.0,3.5,297,1986.5,-6148.0,4232.0,40.77071290944123,0.8285163776493256,2.861271676300578
1546,217000,20,5,75.0,11750,1,1,0,3,0,4,0,5,2,2,0,2,7,5,2005,2006,1,0,12,13,1,204.0,4,3,2,5,4,3,3,20.0,1,0.0,1526.0,1546.0,1,5,1,3,1546,0,0,0.0,0.0,2,0,3,1,4,7,6,0,1,1,2005.0,2,3.0,796.0,4,4,2,144,42,0,0,0,1,6,2007,9,4,3092.0,2.0,186,2005.5,-8658.0,3092.0,26.31489361702128,0.6382978723404255,1.5829787234042554
894,138500,20,5,65.0,8450,1,1,3,3,0,4,0,20,5,2,0,2,5,8,1965,2009,1,0,8,8,2,0.0,3,4,1,4,4,2,3,553.0,1,117.0,224.0,894.0,1,5,1,3,894,0,0,1.0,0.0,1,0,3,1,3,5,6,1,5,5,1973.0,1,1.0,336.0,4,4,2,416,144,0,0,0,4,4,2010,9,4,1788.0,2.0,560,1987.0,-6662.0,1788.0,21.159763313609467,0.7692307692307693,6.627218934911243
1344,147000,70,6,59.0,10690,1,1,3,3,0,4,0,10,2,2,0,5,5,7,1920,1997,3,0,12,13,2,0.0,3,4,1,4,3,2,3,456.0,1,0.0,216.0,672.0,1,4,1,0,672,672,0,0.0,0.0,1,0,3,1,3,6,6,0,1,5,1964.0,1,1.0,468.0,4,3,2,0,128,218,0,0,1,7,2009,9,4,2016.0,1.0,346,1958.5,-8674.0,2016.0,18.858746492048645,0.5519176800748363,3.23666978484565
2468,354000,60,5,99.0,12099,1,1,0,3,0,4,0,17,2,2,0,5,8,5,2004,2004,1,0,12,13,1,388.0,4,3,2,6,4,4,3,970.0,1,0.0,166.0,1136.0,1,5,1,3,1136,1332,0,1.0,0.0,2,1,4,1,4,10,6,1,5,3,2004.0,3,3.0,872.0,4,4,2,184,154,0,0,0,1,6,2007,9,4,3604.0,3.5,338,2004.0,-8495.0,3604.0,29.7875857508885,0.8182494421026532,2.793619307380775
1668,135000,50,6,60.0,9600,1,0,3,3,0,4,0,18,2,2,0,0,5,6,1948,1950,1,0,8,8,3,264.0,3,3,1,4,4,2,3,276.0,1,0.0,936.0,1212.0,1,4,1,0,1226,442,0,1.0,0.0,1,0,3,1,3,6,6,0,1,5,1948.0,1,1.0,240.0,4,4,2,0,0,140,0,0,1,5,2006,9,4,2880.0,2.0,140,1949.0,-6720.0,2880.0,30.0,0.625,1.4583333333333333
1479,160000,70,5,43.0,7000,1,1,3,3,0,4,0,19,1,2,0,5,7,8,1926,1997,1,0,13,12,2,0.0,3,3,0,4,4,2,2,424.0,1,0.0,200.0,624.0,1,5,1,3,743,736,0,1.0,0.0,1,0,3,1,4,6,6,2,5,5,1926.0,1,1.0,312.0,4,4,2,530,0,56,0,0,4,5,2006,9,4,2103.0,2.0,586,1961.5,-4897.0,2103.0,30.042857142857144,0.6142857142857142,8.371428571428572
